loc_x,loc_y,seconds_remaining,shot_distance,shot_made_flag,shot_zone_range,shot_zone,shot_zone2,hot_hand,hot_hand_ind
0,0,13,0,0,Less Than 8 ft.,2,600,nil,2
62,179,55,18,1,16-24 ft.,6,2500,nil,2
187,76,24,20,1,16-24 ft.,6,2500,heat,3
0,0,25,0,1,Less Than 8 ft.,2,600,nil,2
126,13,44,12,0,8-16 ft.,4,1200,nil,2
0,0,44,0,1,Less Than 8 ft.,2,600,heat,3
131,156,11,20,1,16-24 ft.,6,2500,nil,2
-177,120,31,21,0,16-24 ft.,6,2500,nil,2
0,0,1,0,0,Less Than 8 ft.,2,600,heat,3
-176,-18,17,17,0,16-24 ft.,6,2500,heat,3
118,-6,45,11,1,8-16 ft.,4,1200,heat,3
108,31,16,11,1,8-16 ft.,4,1200,heat,3
-200,30,44,20,0,16-24 ft.,6,2500,heat,3
151,225,3,27,0,24+ ft.,8,5000,nil,2
-130,233,35,26,1,24+ ft.,8,5000,nil,2
-125,43,49,13,1,8-16 ft.,4,1200,heat,3
0,0,20,0,1,Less Than 8 ft.,2,600,nil,2
-92,137,49,16,0,16-24 ft.,6,2500,heat,3
-125,160,48,20,1,16-24 ft.,6,2500,nil,2
-16,207,43,20,0,16-24 ft.,6,2500,nil,2
-8,138,13,13,1,8-16 ft.,4,1200,heat,3
159,-6,40,15,0,8-16 ft.,4,1200,heat,3
75,169,46,18,0,16-24 ft.,6,2500,hot hand,6
-135,104,32,17,0,16-24 ft.,6,2500,nil,2
227,127,22,26,1,24+ ft.,8,5000,nil,2
77,128,6,14,1,8-16 ft.,4,1200,heat,3
33,247,11,24,0,24+ ft.,8,5000,heat,3
118,59,39,13,1,8-16 ft.,4,1200,hot hand,6
-118,123,23,17,1,16-24 ft.,6,2500,hot hand,6
-159,46,52,16,1,16-24 ft.,6,2500,hot hand,6
164,143,38,21,0,16-24 ft.,6,2500,nil,2
-99,8,1,9,1,8-16 ft.,4,1200,heat,3
-181,166,46,24,0,24+ ft.,8,5000,nil,2
-82,79,15,11,1,8-16 ft.,4,1200,nil,2
-171,187,11,25,0,24+ ft.,8,5000,heat,3
-120,224,29,25,1,24+ ft.,8,5000,nil,2
143,69,51,15,0,8-16 ft.,4,1200,nil,2
210,-8,52,21,0,16-24 ft.,6,2500,heat,3
0,0,8,0,1,Less Than 8 ft.,2,600,nil,2
84,28,31,8,0,8-16 ft.,4,1200,heat,3
43,45,19,6,1,Less Than 8 ft.,2,600,nil,2
0,0,46,0,1,Less Than 8 ft.,2,600,nil,2
212,-18,46,21,1,16-24 ft.,6,2500,nil,2
-148,-18,9,14,1,8-16 ft.,4,1200,nil,2
-138,204,54,24,1,24+ ft.,8,5000,nil,2
-67,151,31,16,1,16-24 ft.,6,2500,nil,2
186,18,28,18,0,16-24 ft.,6,2500,nil,2
187,-6,51,18,0,16-24 ft.,6,2500,nil,2
176,68,32,18,0,16-24 ft.,6,2500,nil,2
0,0,51,0,1,Less Than 8 ft.,2,600,heat,3
56,51,58,7,0,Less Than 8 ft.,2,600,heat,3
146,201,13,24,1,24+ ft.,8,5000,hot hand,6
121,5,19,12,1,8-16 ft.,4,1200,heat,3
-13,255,46,25,0,24+ ft.,8,5000,fire,10
-26,257,59,25,0,24+ ft.,8,5000,nil,2
-166,138,58,21,1,16-24 ft.,6,2500,nil,2
-202,36,51,20,0,16-24 ft.,6,2500,nil,2
-191,160,44,24,1,24+ ft.,8,5000,heat,3
0,0,23,0,1,Less Than 8 ft.,2,600,nil,2
-100,140,44,17,0,16-24 ft.,6,2500,heat,3
136,43,19,14,1,8-16 ft.,4,1200,heat,3
0,0,35,0,1,Less Than 8 ft.,2,600,hot hand,6
118,118,11,16,1,16-24 ft.,6,2500,nil,2
143,626,0,64,0,Back Court Shot,10,8000,nil,2
146,114,32,18,1,16-24 ft.,6,2500,heat,3
166,-3,13,16,1,16-24 ft.,6,2500,nil,2
0,0,56,0,1,Less Than 8 ft.,2,600,nil,2
202,-14,8,20,1,16-24 ft.,6,2500,nil,2
-136,130,21,18,0,16-24 ft.,6,2500,nil,2
0,0,47,0,1,Less Than 8 ft.,2,600,nil,2
-141,35,49,14,0,8-16 ft.,4,1200,nil,2
67,97,23,11,0,8-16 ft.,4,1200,nil,2
232,82,16,24,0,24+ ft.,8,5000,heat,3
80,230,43,24,0,24+ ft.,8,5000,heat,3
-151,-28,42,15,0,8-16 ft.,4,1200,nil,2
-163,26,9,16,1,16-24 ft.,6,2500,heat,3
-140,215,9,25,0,24+ ft.,8,5000,nil,2
75,84,41,11,1,8-16 ft.,4,1200,heat,3
153,112,24,18,0,16-24 ft.,6,2500,heat,3
227,109,19,25,0,24+ ft.,8,5000,nil,2
0,0,16,0,1,Less Than 8 ft.,2,600,nil,2
0,0,58,0,0,Less Than 8 ft.,2,600,nil,2
-169,107,11,20,0,16-24 ft.,6,2500,nil,2
131,13,8,13,0,8-16 ft.,4,1200,nil,2
-34,95,0,10,1,8-16 ft.,4,1200,nil,2
161,-8,32,16,1,16-24 ft.,6,2500,nil,2
105,105,0,14,1,8-16 ft.,4,1200,nil,2
-110,127,30,16,0,16-24 ft.,6,2500,heat,3
-10,202,39,20,0,16-24 ft.,6,2500,heat,3
0,0,1,0,1,Less Than 8 ft.,2,600,heat,3
125,3,26,12,0,8-16 ft.,4,1200,nil,2
90,243,17,25,0,24+ ft.,8,5000,nil,2
67,258,27,26,0,24+ ft.,8,5000,nil,2
-66,257,1,26,0,24+ ft.,8,5000,heat,3
0,0,48,0,0,Less Than 8 ft.,2,600,heat,3
121,7,22,12,1,8-16 ft.,4,1200,hot hand,6
113,51,43,12,0,8-16 ft.,4,1200,nil,2
-3,74,12,7,0,Less Than 8 ft.,2,600,nil,2
-15,114,8,11,0,8-16 ft.,4,1200,nil,2
0,0,49,0,0,Less Than 8 ft.,2,600,nil,2
1,74,12,7,0,Less Than 8 ft.,2,600,nil,2
105,-3,45,10,0,8-16 ft.,4,1200,heat,3
0,0,42,0,0,Less Than 8 ft.,2,600,heat,3
0,0,53,0,0,Less Than 8 ft.,2,600,nil,2
159,-28,29,16,0,16-24 ft.,6,2500,heat,3
-3,206,45,20,1,16-24 ft.,6,2500,nil,2
0,0,9,0,1,Less Than 8 ft.,2,600,nil,2
-6,117,12,11,0,8-16 ft.,4,1200,nil,2
-151,66,10,16,1,16-24 ft.,6,2500,nil,2
-158,191,0,24,0,24+ ft.,8,5000,nil,2
140,48,43,14,1,8-16 ft.,4,1200,nil,2
-97,227,17,24,1,24+ ft.,8,5000,nil,2
-200,68,4,21,0,16-24 ft.,6,2500,nil,2
156,84,47,17,1,16-24 ft.,6,2500,nil,2
197,-21,6,19,0,16-24 ft.,6,2500,nil,2
-64,245,27,25,0,24+ ft.,8,5000,nil,2
0,76,41,7,0,Less Than 8 ft.,2,600,heat,3
-230,64,30,23,0,24+ ft.,8,5000,nil,2
0,0,8,0,1,Less Than 8 ft.,2,600,nil,2
158,10,28,15,1,8-16 ft.,4,1200,nil,2
163,-29,3,16,0,16-24 ft.,6,2500,nil,2
0,0,6,0,1,Less Than 8 ft.,2,600,heat,3
126,36,54,13,1,8-16 ft.,4,1200,nil,2
-141,100,50,17,1,16-24 ft.,6,2500,heat,3
0,0,51,0,1,Less Than 8 ft.,2,600,nil,2
164,-3,13,16,0,16-24 ft.,6,2500,heat,3
131,-26,33,13,0,8-16 ft.,4,1200,nil,2
161,12,45,16,0,16-24 ft.,6,2500,nil,2
5,270,3,27,0,24+ ft.,8,5000,nil,2
140,-11,8,14,0,8-16 ft.,4,1200,nil,2
0,0,46,0,0,Less Than 8 ft.,2,600,nil,2
-105,81,6,13,1,8-16 ft.,4,1200,heat,3
-52,191,52,19,0,16-24 ft.,6,2500,nil,2
0,0,39,0,1,Less Than 8 ft.,2,600,nil,2
-84,117,47,14,1,8-16 ft.,4,1200,nil,2
-87,186,18,20,0,16-24 ft.,6,2500,nil,2
-126,-21,47,12,0,8-16 ft.,4,1200,nil,2
-48,105,20,11,0,8-16 ft.,4,1200,nil,2
-164,148,0,22,1,16-24 ft.,6,2500,nil,2
79,192,41,20,0,16-24 ft.,6,2500,heat,3
66,10,14,6,1,Less Than 8 ft.,2,600,heat,3
54,176,10,18,1,16-24 ft.,6,2500,heat,3
105,240,39,26,1,24+ ft.,8,5000,nil,2
210,160,41,26,0,24+ ft.,8,5000,heat,3
-186,164,2,24,0,24+ ft.,8,5000,heat,3
-192,172,29,25,1,24+ ft.,8,5000,hot hand,6
67,248,20,25,0,24+ ft.,8,5000,hot hand,6
94,163,52,18,0,16-24 ft.,6,2500,nil,2
92,33,47,9,1,8-16 ft.,4,1200,nil,2
172,18,27,17,0,16-24 ft.,6,2500,nil,2
0,0,43,0,1,Less Than 8 ft.,2,600,nil,2
-141,99,36,17,0,16-24 ft.,6,2500,heat,3
-15,258,32,25,0,24+ ft.,8,5000,nil,2
138,13,23,13,0,8-16 ft.,4,1200,nil,2
144,-19,28,14,0,8-16 ft.,4,1200,nil,2
5,245,42,24,1,24+ ft.,8,5000,heat,3
176,219,14,28,0,24+ ft.,8,5000,heat,3
218,138,41,25,0,24+ ft.,8,5000,hot hand,6
-85,233,56,24,0,24+ ft.,8,5000,nil,2
0,0,40,0,0,Less Than 8 ft.,2,600,nil,2
51,30,34,5,1,Less Than 8 ft.,2,600,heat,3
-187,115,51,21,0,16-24 ft.,6,2500,nil,2
-159,61,18,17,0,16-24 ft.,6,2500,nil,2
-123,0,32,12,0,8-16 ft.,4,1200,nil,2
-163,97,0,18,0,16-24 ft.,6,2500,heat,3
-38,35,26,5,0,Less Than 8 ft.,2,600,heat,3
84,171,5,19,1,16-24 ft.,6,2500,heat,3
-39,71,14,8,1,8-16 ft.,4,1200,nil,2
164,233,0,28,0,24+ ft.,8,5000,nil,2
0,0,12,0,1,Less Than 8 ft.,2,600,heat,3
0,0,16,0,1,Less Than 8 ft.,2,600,nil,2
77,197,37,21,0,16-24 ft.,6,2500,heat,3
0,63,19,6,0,Less Than 8 ft.,2,600,nil,2
146,120,20,18,0,16-24 ft.,6,2500,heat,3
158,204,58,25,1,24+ ft.,8,5000,nil,2
107,46,39,11,1,8-16 ft.,4,1200,heat,3
-110,120,36,16,0,16-24 ft.,6,2500,heat,3
10,68,33,6,0,Less Than 8 ft.,2,600,nil,2
-204,-8,21,20,0,16-24 ft.,6,2500,nil,2
128,46,26,13,1,8-16 ft.,4,1200,heat,3
-95,230,5,24,1,24+ ft.,8,5000,nil,2
-97,164,1,19,1,16-24 ft.,6,2500,nil,2
39,255,59,25,0,24+ ft.,8,5000,heat,3
-87,174,3,19,0,16-24 ft.,6,2500,nil,2
112,174,21,20,1,16-24 ft.,6,2500,nil,2
87,63,6,10,0,8-16 ft.,4,1200,nil,2
149,12,10,14,1,8-16 ft.,4,1200,nil,2
10,278,26,27,0,24+ ft.,8,5000,nil,2
-8,58,16,5,1,Less Than 8 ft.,2,600,heat,3
112,155,36,19,0,16-24 ft.,6,2500,nil,2
171,-6,7,17,0,16-24 ft.,6,2500,nil,2
-151,158,14,21,1,16-24 ft.,6,2500,heat,3
0,0,46,0,1,Less Than 8 ft.,2,600,heat,3
-38,141,43,14,0,8-16 ft.,4,1200,nil,2
-122,140,0,18,0,16-24 ft.,6,2500,nil,2
-103,138,9,17,0,16-24 ft.,6,2500,heat,3
141,100,27,17,0,16-24 ft.,6,2500,heat,3
-97,31,35,10,1,8-16 ft.,4,1200,nil,2
0,0,12,0,0,Less Than 8 ft.,2,600,nil,2
187,-3,47,18,1,16-24 ft.,6,2500,nil,2
0,0,25,0,1,Less Than 8 ft.,2,600,nil,2
74,197,45,21,1,16-24 ft.,6,2500,nil,2
222,107,21,24,1,24+ ft.,8,5000,nil,2
153,-11,56,15,0,8-16 ft.,4,1200,heat,3
-82,10,54,8,1,8-16 ft.,4,1200,heat,3
166,10,24,16,0,16-24 ft.,6,2500,nil,2
0,0,35,0,0,Less Than 8 ft.,2,600,nil,2
-191,125,15,22,1,16-24 ft.,6,2500,nil,2
-176,181,0,25,0,24+ ft.,8,5000,heat,3
-146,160,12,21,0,16-24 ft.,6,2500,heat,3
0,0,30,0,0,Less Than 8 ft.,2,600,nil,2
0,0,30,0,1,Less Than 8 ft.,2,600,heat,3
108,138,28,17,1,16-24 ft.,6,2500,nil,2
-71,46,1,8,1,8-16 ft.,4,1200,nil,2
171,183,10,25,0,24+ ft.,8,5000,heat,3
133,64,27,14,0,8-16 ft.,4,1200,nil,2
0,0,29,0,0,Less Than 8 ft.,2,600,nil,2
0,0,21,0,0,Less Than 8 ft.,2,600,nil,2
-159,38,32,16,1,16-24 ft.,6,2500,nil,2
-194,2,37,19,1,16-24 ft.,6,2500,heat,3
158,69,40,17,0,16-24 ft.,6,2500,heat,3
0,0,57,0,0,Less Than 8 ft.,2,600,nil,2
-202,28,55,20,0,16-24 ft.,6,2500,nil,2
0,0,16,0,0,Less Than 8 ft.,2,600,nil,2
-16,146,15,14,0,8-16 ft.,4,1200,heat,3
156,12,7,15,0,8-16 ft.,4,1200,heat,3
131,49,22,13,0,8-16 ft.,4,1200,hot hand,6
0,0,23,0,0,Less Than 8 ft.,2,600,heat,3
-177,109,45,20,0,16-24 ft.,6,2500,fire,10
125,-13,38,12,0,8-16 ft.,4,1200,fire,10
46,72,32,8,0,8-16 ft.,4,1200,fire,10
-59,68,16,9,1,8-16 ft.,4,1200,nil,2
-156,130,8,20,1,16-24 ft.,6,2500,heat,3
-131,112,34,17,1,16-24 ft.,6,2500,nil,2
-192,191,35,27,0,24+ ft.,8,5000,heat,3
-163,112,19,19,1,16-24 ft.,6,2500,nil,2
181,10,34,18,0,16-24 ft.,6,2500,nil,2
115,20,28,11,0,8-16 ft.,4,1200,nil,2
-154,117,39,19,0,16-24 ft.,6,2500,nil,2
-16,252,11,25,1,24+ ft.,8,5000,nil,2
136,133,51,19,0,16-24 ft.,6,2500,nil,2
184,-24,10,18,0,16-24 ft.,6,2500,heat,3
-182,74,22,19,1,16-24 ft.,6,2500,nil,2
0,0,32,0,0,Less Than 8 ft.,2,600,nil,2
-102,82,49,13,1,8-16 ft.,4,1200,nil,2
-128,176,36,21,0,16-24 ft.,6,2500,heat,3
-136,110,18,17,1,16-24 ft.,6,2500,heat,3
112,-14,38,11,0,8-16 ft.,4,1200,heat,3
80,10,0,8,1,8-16 ft.,4,1200,nil,2
-205,153,4,25,0,24+ ft.,8,5000,nil,2
0,0,21,0,1,Less Than 8 ft.,2,600,nil,2
-141,31,6,14,0,8-16 ft.,4,1200,heat,3
131,-18,32,13,0,8-16 ft.,4,1200,nil,2
171,35,47,17,1,16-24 ft.,6,2500,heat,3
235,114,1,26,0,24+ ft.,8,5000,heat,3
156,158,11,22,0,16-24 ft.,6,2500,nil,2
0,0,56,0,1,Less Than 8 ft.,2,600,nil,2
38,63,35,7,0,Less Than 8 ft.,2,600,nil,2
-23,268,26,26,0,24+ ft.,8,5000,nil,2
133,158,45,20,1,16-24 ft.,6,2500,nil,2
85,151,29,17,1,16-24 ft.,6,2500,nil,2
181,12,13,18,0,16-24 ft.,6,2500,heat,3
-75,17,6,7,0,Less Than 8 ft.,2,600,nil,2
61,31,55,6,0,Less Than 8 ft.,2,600,nil,2
3,204,46,20,0,16-24 ft.,6,2500,nil,2
-158,209,26,26,0,24+ ft.,8,5000,heat,3
-59,187,32,19,0,16-24 ft.,6,2500,heat,3
181,135,51,22,1,16-24 ft.,6,2500,heat,3
74,10,32,7,1,Less Than 8 ft.,2,600,nil,2
-145,169,34,22,0,16-24 ft.,6,2500,nil,2
235,10,51,23,0,24+ ft.,8,5000,nil,2
0,0,40,0,1,Less Than 8 ft.,2,600,nil,2
126,186,13,22,0,16-24 ft.,6,2500,heat,3
133,20,8,13,0,8-16 ft.,4,1200,nil,2
33,49,3,5,0,Less Than 8 ft.,2,600,heat,3
192,69,38,20,1,16-24 ft.,6,2500,heat,3
195,125,49,23,0,16-24 ft.,6,2500,hot hand,6
0,0,57,0,1,Less Than 8 ft.,2,600,nil,2
166,35,22,16,1,16-24 ft.,6,2500,nil,2
-168,69,15,18,0,16-24 ft.,6,2500,heat,3
72,63,14,9,0,8-16 ft.,4,1200,nil,2
-197,-13,35,19,1,16-24 ft.,6,2500,nil,2
-141,202,28,24,1,24+ ft.,8,5000,nil,2
187,12,47,18,0,16-24 ft.,6,2500,heat,3
0,0,8,0,1,Less Than 8 ft.,2,600,heat,3
100,253,40,27,0,24+ ft.,8,5000,nil,2
-43,247,34,25,0,24+ ft.,8,5000,heat,3
131,224,5,25,0,24+ ft.,8,5000,heat,3
72,26,31,7,1,Less Than 8 ft.,2,600,heat,3
0,0,7,0,0,Less Than 8 ft.,2,600,heat,3
-115,95,41,14,0,8-16 ft.,4,1200,nil,2
103,196,4,22,0,16-24 ft.,6,2500,heat,3
105,35,43,11,0,8-16 ft.,4,1200,heat,3
144,115,58,18,0,16-24 ft.,6,2500,nil,2
23,3,40,2,0,Less Than 8 ft.,2,600,nil,2
23,8,33,2,0,Less Than 8 ft.,2,600,nil,2
-156,125,51,19,1,16-24 ft.,6,2500,nil,2
-163,15,30,16,0,16-24 ft.,6,2500,nil,2
-82,12,56,8,0,8-16 ft.,4,1200,nil,2
